0.3275,145.0,4.3,46.8,1.4,26.1,0.8,60.8,1.8,14
1.015,66.2,4.3,20.1,4.8,18.4,4.3,30.8,7.3,1
1.275,46.6,3.2,13.3,2.0,13.8,2.0,21.5,3.0,1
1.465,47.8,0.5,14.1,0.2,15.0,0.2,22.2,0.5,4
1.865,38.7,0.6,11.3,0.2,13.2,0.2,17.9,0.3,2
2.565,28.9,0.3,8.16,0.1,10.9,0.2,12.8,0.2,2
3.565,21.4,0.8,6.22,0.2,9.5,0.1,9.62,0.2,3
4.535,16.9,0.2,4.55,.06,7.68,0.1,6.96,.09,7
4.835,16.0,0.2,4.22,.1,7.33,0.2,6.45,.15,1
4.885,15.88,0.1,4.189,.025,7.297,.046,6.37,.04,11
6.135,12.81,.15,3.318,.05,6.49,.15,4.99,.05,2
6.885,11.20,.14,2.85,.05,5.75,.05,4.21,.05,3
7.465,11.01,.2,2.79,.05,5.70,.10,4.13,.07,1
8.435,9.20,.04,2.294,.010,5.059,.021,3.319,.014,11
8.485,9.10,.15,2.275,.03,5.045,.07,3.295,.05,1
8.735,8.86,.05,2.202,.011,4.930,.024,3.173,.016,10
11.06,6.73,.15,1.64,.03,4.053,0.08,2.204,.05,1
12.890,,,1.388,.025,3.662,.070,1.904,.04,1
14.635,5.34,.05,1.255,.020,3.509,.040,1.694,.04,1
14.715,5.02,.05,1.206,.020,3.375,.040,1.630,.03,1
14.915,5.132,.025,1.207,.004,3.399,.016,1.626,.008,7
14.965,5.092,.028,1.198,.007,3.387,.015,1.617,.007,11
17.422,4.272,.07,0.988,.02,2.980,.04,1.311,.025,1
18.230,,,0.932,.020,2.860,.045,1.222,.05,1
18.485,4.090,.055,0.947,.015,2.925,.045,1.256,.020,1
18.585,3.934,.055,0.926,.015,2.880,.04,1.221,.015,1
20.485,3.586,.055,0.820,.010,2.731,.05,1.089,.015,1
22.460,3.297,.022,0.745,.003,2.505,.016,0.952,.005,13
22.835,3.334,.06,0.760,.010,2.562,.05,0.967,.015,1
24.450,2.867,.03,0.657,.017,2.387,.03,0.861,.020,2
25.836,2.697,.06,0.620,.017,2.181,.06,0.770,.02,1
26.485,2.716,.05,0.607,.017,2.247,.05,0.779,.020,1
28.450,2.436,.06,0.568,.015,2.079,.05,0.689,.020,2
29.735,2.453,.05,0.529,.015,2.011,.05,0.653,.020,1
36.435,1.841,.17,0.408,.005,1.684,.02,0.484,.015,3
43.065,,,0.367,.015,1.658,.08,0.442,.020,1
43.340,1.421,.055,0.342,.005,1.543,.024,0.398,.006,13
48.350,1.269,.12,0.289,.005,1.449,.04,0.359,.013,4
48.565,,,0.272,.015,1.465,.1,0.325,.025,1
